Category,url_name,count,selected
classes,http://www.w3.org/ns/dcat#Catalog,3,False
classes,http://purl.org/dc/terms/Frequency,2,False
classes,http://purl.org/dc/terms/SizeOrDuration,2,False
classes,http://www.w3.org/2006/time#DurationDescription,2,False
classes,http://dati.gov.it/onto/dcatapit#Agent,1,False
classes,http://dati.gov.it/onto/dcatapit#Catalog,1,False
classes,http://dati.gov.it/onto/dcatapit#Dataset,1,False
classes,http://dati.gov.it/onto/dcatapit#Distribution,1,False
vocabs,http://datos.santander.es,1,False
vocabs,http://purl.org/dc/elements/1.1/,1,False
props,http://datos.santander.es#WKT,1,False
props,http://datos.santander.es#Zona,1,False
props,http://purl.org/dc/elements/1.1/identifier,1,False
props,http://purl.org/dc/elements/1.1/modified,1,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/codicepratica,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/comune,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/denominazionesito,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/indirizzo,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/x_gb,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/x_wgs84,1,False
props,https://www.dati.lombardia.it/resource/rqwe-fk9d/y_gb,1,False
classes,https://www.dati.lombardia.it/resource/rqwe-fk9d,1,False
vocabs,http://datos.santander.es,1,False
vocabs,http://purl.org/dc/elements/1.1/,1,False
props,http://datos.santander.es#WKT,1,False
props,http://datos.santander.es#Zona,1,False
props,http://purl.org/dc/elements/1.1/identifier,1,False
props,http://purl.org/dc/elements/1.1/modified,1,False
vocabs,http://www.socrata.com/rdf/terms,7,False
vocabs,http://www.w3.org/2000/01/rdf-schema,7,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,2,False
vocabs,http://www.w3.org/2000/10/swap/pim/usps,1,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
props,http://www.socrata.com/rdf/terms#rowID,7,False
props,http://www.w3.org/2000/01/rdf-schema#member,7,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2,False
props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
props,https://data.austintexas.gov/resource/_692b-xsit/asian_concentration,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
classes,https://data.austintexas.gov/resource/f4c7-5ivu,1,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/attrezzature,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/cod_istat,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/comune,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/confronto,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_atto,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_burl,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_chiusura,1,False
classes,https://www.dati.lombardia.it/resource/ijqk-ahfp,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,2246,False
vocabs,http://www.w3.org/2000/01/rdf-schema,2134,False
vocabs,http://www.socrata.com/rdf/terms,2050,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2017,False
vocabs,http://www.w3.org/2000/10/swap/pim/usps,1289,False
vocabs,http://xmlns.com/foaf/0.1/,287,False
vocabs,http://www.w3.org/2006/vcard/ns,130,False
vocabs,http://purl.org/dc/terms/,101,False
vocabs,http://data.press.net/ontology/stuff/,53,False
vocabs,http://opendata.caceres.es/def/ontomunicipio,50,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2246,False
props,http://www.socrata.com/rdf/terms#rowID,2050,False
props,http://www.w3.org/2000/01/rdf-schema#member,2050,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,2015,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,2015,False
props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1289,False
props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1289,False
props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1289,False
props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1288,False
props,http://xmlns.com/foaf/0.1/document,224,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2075,False
classes,http://www.w3.org/2006/vcard/ns#VCard,113,False
classes,http://www.w3.org/2006/vcard/ns#Fax,83,False
classes,http://www.w3.org/2006/vcard/ns#Tel,70,False
classes,http://www.w3.org/2006/vcard/ns#Work,60,False
classes,http://data.press.net/ontology/asset/Image,48,False
classes,http://www.w3.org/2004/02/skos/core#Concept,22,False
classes,http://schema.org/PostalAddress,17,False
classes,http://purl.org/dc/dcmitype/Image,15,False
classes,http://www.bcn.cat/data/asia/variables#v22,15,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/bundlenumber,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/dialogid,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_crc,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int__approach_drivinglanes_lanenumber,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_laneattributes,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_nodelist,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_id,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_name,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,30,False
vocabs,http://www.socrata.com/rdf/terms,29,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,20,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,12,False
vocabs,http://www.w3.org/2000/10/swap/pim/usps,4,False
vocabs,http://xmlns.com/foaf/0.1/,3,False
vocabs,http://www.w3.org/2002/07/owl,2,False
vocabs,http://business.data.gov.uk/companies/def/terms/,1,False
vocabs,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/,1,False
vocabs,http://environment.data.gov.uk/def/bathing-water-profile/,1,False
props,http://www.socrata.com/rdf/terms#rowID,29,False
props,http://www.w3.org/2000/01/rdf-schema#member,29,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,20,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,12,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,12,False
props,http://www.w3.org/2000/10/swap/pim/usps#cityName,2,False
props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,2,False
props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,2,False
props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,2,False
props,http://business.data.gov.uk/companies/def/terms/companyProfile,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,11,False
classes,http://environment.data.gov.uk/def/bathing-water/BathingWater,1,False
classes,http://environment.data.gov.uk/def/bathing-water/TransitionalBathingWater,1,False
classes,http://purl.org/linked-data/api/vocab#ItemEndpoint,1,False
classes,http://purl.org/linked-data/api/vocab#Page,1,False
classes,http://telegraphis.net/ontology/geography/geography#Code,1,False
classes,http://telegraphis.net/ontology/measurement/code#Code,1,False
classes,http://telegraphis.net/ontology/measurement/measurement#Measurement,1,False
classes,http://telegraphis.net/ontology/money/money#Currency,1,False
classes,http://www.geonames.org/ontology#Capital,1,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/address,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_name,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_number,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_acquisition,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_disposition,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
classes,https://data.cityofchicago.org/resource/aksk-kvfp,1,False
vocabs,http://purl.org/dc/terms/,7,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,7,False
vocabs,http://www.w3.org/2000/01/rdf-schema,5,False
vocabs,http://purl.org/dc/elements/1.1/,4,False
vocabs,http://www.w3.org/ns/dcat,4,False
vocabs,http://xmlns.com/foaf/0.1/,4,False
vocabs,http://www.socrata.com/rdf/terms,2,False
vocabs,http://www.w3.org/2006/time,2,False
vocabs,http://www.w3.org/2006/vcard/ns,2,False
vocabs,http://comsode.eu/ontology/,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,7,False
props,http://purl.org/dc/terms/spatial,6,False
props,http://purl.org/dc/terms/description,4,False
props,http://purl.org/dc/terms/license,4,False
props,http://purl.org/dc/terms/modified,4,False
props,http://purl.org/dc/terms/publisher,4,False
props,http://purl.org/dc/terms/title,4,False
props,http://www.w3.org/ns/dcat#distribution,4,False
props,http://xmlns.com/foaf/0.1/homepage,4,False
props,http://purl.org/dc/elements/1.1/language,3,False
classes,http://www.w3.org/ns/dcat#Dataset,4,False
classes,http://www.w3.org/ns/dcat#Distribution,4,False
classes,http://www.w3.org/ns/dcat#Catalog,3,False
classes,http://purl.org/dc/terms/Frequency,2,False
classes,http://purl.org/dc/terms/SizeOrDuration,2,False
classes,http://www.w3.org/2006/time#DurationDescription,2,False
classes,http://dati.gov.it/onto/dcatapit#Agent,1,False
classes,http://dati.gov.it/onto/dcatapit#Catalog,1,False
classes,http://dati.gov.it/onto/dcatapit#Dataset,1,False
classes,http://dati.gov.it/onto/dcatapit#Distribution,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,119,False
vocabs,http://www.socrata.com/rdf/terms,88,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,77,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,32,False
vocabs,http://purl.org/dc/terms/,27,False
vocabs,http://purl.org/dc/elements/1.1/,25,False
vocabs,http://www.w3.org/2004/02/skos/core,20,False
vocabs,http://www.w3.org/2006/vcard/ns,17,False
vocabs,http://www.bcn.cat/data/v8y/relations,16,False
vocabs,http://www.bcn.cat/data/v8y/xvcard,16,False
props,http://www.socrata.com/rdf/terms#rowID,88,False
props,http://www.w3.org/2000/01/rdf-schema#member,88,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,77,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,32,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,32,False
props,http://www.w3.org/2000/01/rdf-schema#label,29,False
props,http://purl.org/dc/terms/created,19,False
props,http://purl.org/dc/terms/title,19,False
props,http://purl.org/dc/terms/identifier,18,False
props,http://purl.org/dc/terms/isPartOf,18,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,37,False
classes,http://www.w3.org/2004/02/skos/core#Concept,18,False
classes,http://purl.org/dc/dcmitype/Image,16,False
classes,http://www.bcn.cat/data/asia/variables#v1,15,False
classes,http://www.bcn.cat/data/asia/variables#v22,15,False
classes,http://www.bcn.cat/data/asia/variables#v44,14,False
classes,http://www.bcn.cat/data/v8y/teltypes#HelpDesk,12,False
classes,http://www.bcn.cat/data/v8y/xvcard#Street,12,False
classes,http://www.w3.org/2006/vcard/ns#Address,12,False
classes,http://www.w3.org/2006/vcard/ns#Email,12,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,4,False
vocabs,http://purl.org/dc/terms/,3,False
vocabs,http://www.w3.org/2000/01/rdf-schema,3,False
vocabs,http://purl.org/dc/elements/1.1/,2,False
vocabs,http://www.socrata.com/rdf/terms,2,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2,False
vocabs,http://comsode.eu/ontology/,1,False
vocabs,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/,1,False
vocabs,http://datos.santander.es,1,False
vocabs,http://datos.santander.es/def/callejero,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,3,False
props,http://purl.org/dc/elements/1.1/identifier,2,False
props,http://purl.org/dc/elements/1.1/modified,2,False
props,http://purl.org/dc/terms/spatial,2,False
props,http://www.socrata.com/rdf/terms#rowID,2,False
props,http://www.w3.org/2000/01/rdf-schema#member,2,False
props,http://comsode.eu/ontology/dataset,1,False
props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/categoria,1,False
props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/data-pubblicazione-guce-guue,1,False
props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/regolamento-cee-ce-ue,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2,False
classes,http://rdfs.org/ns/void#Dataset,1,False
classes,http://w3id.org/food/ontology/disciplinare-upper/IndicazioneGeograficaProtetta,1,False
classes,http://w3id.org/food/ontology/disciplinare-upper/Prodotto,1,False
classes,http://w3id.org/food/ontology/disciplinare-upper/Tipologia,1,False
classes,http://www.w3.org/ns/dcat#Dataset,1,False
classes,http://www.w3.org/ns/dcat#Distribution,1,False
classes,https://www.dati.lombardia.it/resource/evbm-xuia,1,False
classes,https://www.dati.lombardia.it/resource/ue64-ev9q,1,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/address,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_name,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_number,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_acquisition,1,False
props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_disposition,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
classes,https://data.cityofchicago.org/resource/aksk-kvfp,1,False
vocabs,http://www.socrata.com/rdf/terms,9,False
vocabs,http://www.w3.org/2000/01/rdf-schema,9,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,5,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2,False
vocabs,http://www.w3.org/2000/10/swap/pim/usps,1,False
vocabs,http://xmlns.com/foaf/0.1/,1,False
props,http://www.socrata.com/rdf/terms#rowID,9,False
props,http://www.w3.org/2000/01/rdf-schema#member,9,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,5,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,2,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,2,False
props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1,False
props,http://xmlns.com/foaf/0.1/document,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2,False
classes,https://data.cityofchicago.org/resource/z2qz-687z,1,False
classes,https://data.hawaii.gov/resource/ezj8-myxp,1,False
classes,https://data.maryland.gov/resource/mq84-njxq,1,False
classes,https://data.ny.gov/resource/szye-wmt3,1,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/bundlenumber,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/dialogid,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_crc,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int__approach_drivinglanes_lanenumber,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_laneattributes,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_nodelist,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_id,1,False
props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_name,1,False
vocabs,http://www.socrata.com/rdf/terms,7,False
vocabs,http://www.w3.org/2000/01/rdf-schema,7,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,2,False
vocabs,http://www.w3.org/2000/10/swap/pim/usps,1,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
props,http://www.socrata.com/rdf/terms#rowID,7,False
props,http://www.w3.org/2000/01/rdf-schema#member,7,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2,False
props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1,False
props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
props,https://data.austintexas.gov/resource/_692b-xsit/asian_concentration,1,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
classes,https://data.austintexas.gov/resource/f4c7-5ivu,1,False
vocabs,http://www.socrata.com/rdf/terms,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
props,http://www.socrata.com/rdf/terms#rowID,1,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
props,http://www.w3.org/2000/01/rdf-schema#member,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/attrezzature,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/cod_istat,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/comune,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/confronto,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_atto,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_burl,1,False
props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_chiusura,1,False
classes,https://www.dati.lombardia.it/resource/ijqk-ahfp,1,False
vocabs,http://www.w3.org/2000/01/rdf-schema,119,False
vocabs,http://www.socrata.com/rdf/terms,88,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,77,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,32,False
vocabs,http://purl.org/dc/terms/,27,False
vocabs,http://purl.org/dc/elements/1.1/,25,False
vocabs,http://www.w3.org/2004/02/skos/core,20,False
vocabs,http://www.w3.org/2006/vcard/ns,17,False
vocabs,http://www.bcn.cat/data/v8y/relations,16,False
vocabs,http://www.bcn.cat/data/v8y/xvcard,16,False
props,http://www.socrata.com/rdf/terms#rowID,88,False
props,http://www.w3.org/2000/01/rdf-schema#member,88,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,77,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,32,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,32,False
props,http://www.w3.org/2000/01/rdf-schema#label,29,False
props,http://purl.org/dc/terms/created,19,False
props,http://purl.org/dc/terms/title,19,False
props,http://purl.org/dc/terms/identifier,18,False
props,http://purl.org/dc/terms/isPartOf,18,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,37,False
classes,http://www.w3.org/2004/02/skos/core#Concept,18,False
classes,http://purl.org/dc/dcmitype/Image,16,False
classes,http://www.bcn.cat/data/asia/variables#v1,15,False
classes,http://www.bcn.cat/data/asia/variables#v22,15,False
classes,http://www.bcn.cat/data/asia/variables#v44,14,False
classes,http://www.bcn.cat/data/v8y/teltypes#HelpDesk,12,False
classes,http://www.bcn.cat/data/v8y/xvcard#Street,12,False
classes,http://www.w3.org/2006/vcard/ns#Address,12,False
classes,http://www.w3.org/2006/vcard/ns#Email,12,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,6,False
vocabs,http://www.w3.org/2000/01/rdf-schema,6,False
vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,4,False
vocabs,http://www.socrata.com/rdf/terms,3,False
vocabs,http://www.w3.org/2004/02/skos/core,3,False
vocabs,http://xmlns.com/foaf/0.1/,3,False
vocabs,http://dbpedia.org/ontology/,2,False
vocabs,http://purl.org/dc/terms/,2,False
vocabs,http://resource.geolba.ac.at/PoolParty/schema/GBA/,2,False
vocabs,http://www.w3.org/2000/10/swap/pim/usps,2,False
props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,3,False
props,http://www.w3.org/2003/01/geo/wgs84_pos#long,3,False
props,http://dbpedia.org/ontology/colourHexCode,2,False
props,http://purl.org/dc/terms/contributor,2,False
props,http://purl.org/dc/terms/created,2,False
props,http://purl.org/dc/terms/creator,2,False
props,http://purl.org/dc/terms/date,2,False
props,http://purl.org/dc/terms/description,2,False
props,http://purl.org/dc/terms/publisher,2,False
classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,3,False
classes,http://www.w3.org/2004/02/skos/core#Concept,3,False
classes,http://rdfs.org/ns/void#Dataset,1,False
classes,http://rdfs.org/ns/void#TechnicalFeature,1,False
classes,http://www.w3.org/2004/02/skos/core#Collection,1,False
classes,http://www.w3.org/2004/02/skos/core#ConceptScheme,1,False
classes,https://data.cityofchicago.org/resource/_2ivx-z93u,1,False
vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,4,False
vocabs,http://purl.org/dc/terms/,3,False
vocabs,http://www.w3.org/2000/01/rdf-schema,3,False
