URL,Website,Total tripletas,Etiquetas
https://lod-cloud.net/dataset/thist,http://purl.org/NET/ThISTWebPage,"396,885","format-skos
    ,geographic
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-third-party
    ,schemata
    ,thesaurus
    "
https://lod-cloud.net/dataset/morelab,http://www.morelab.deusto.es,"3,561","computer-science
    ,format-bibo
    ,format-contact
    ,format-dc
    ,format-dcterms
    ,format-foaf
    ,format-geo
    ,format-geonames
    ,format-meta
    ,format-mvcb
    ,format-owl
    ,format-prv
    ,format-prvtypes
    ,format-rdf
    ,format-rdfs
    ,format-re
    ,format-rel
    ,format-sioc
    ,format-skos
    ,format-swrc
    ,format-units
    ,format-uranai
    ,format-xsd
    ,format-yago
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,opendata
    ,projects
    ,publications
    ,published-by-producer
    ,research
    "
https://lod-cloud.net/dataset/transparency-linked-data,http://transparency.270a.info/,"41,592","corruption
    ,corruption-perception-index
    ,country-codes
    ,deref-vocab
    ,format-dcterms
    ,format-geo
    ,format-qb
    ,format-rdf
    ,format-sdmx
    ,format-skos
    ,government
    ,indicators
    ,insurance
    ,international
    ,license-metadata
    ,linked-data
    ,lod
    ,lodcloud
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.candidate
    ,population
    ,projects
    ,provenance-metadata
    ,published-by-third-party
    ,social-development
    ,statistics
    ,vocab-mappings
    ,void-sparql-endpoint
    ,world
    ,world-bank
    "
https://lod-cloud.net/dataset/world-bank-linked-data,http://worldbank.270a.info/,"175,000,000","climate-change
    ,construction
    ,country-codes
    ,currency
    ,debt
    ,deref-vocab
    ,education
    ,energy
    ,environment
    ,finances
    ,format-dcterms
    ,format-geo
    ,format-qb
    ,format-rdf
    ,format-sdmx
    ,format-skos
    ,format-wgs
    ,gdp
    ,government
    ,health
    ,human-development
    ,indicators
    ,information-communication-technologies
    ,insurance
    ,international
    ,license-metadata
    ,linked-data
    ,lod
    ,lodcloud
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.candidate
    ,population
    ,projects
    ,provenance-metadata
    ,published-by-third-party
    ,social-development
    ,socioeconomics
    ,statistics
    ,trade
    ,vocab-mappings
    ,void-sparql-endpoint
    ,world
    ,world-bank
    ,world-development
    "
https://lod-cloud.net/dataset/ecs,http://id.ecs.soton.ac.uk/docs/,"50,000","deref-vocab
    ,education
    ,format-cc
    ,format-foaf
    ,format-geo
    ,format-rdf
    ,higher-education
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud.nolinks
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,publications
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/southampton-ecs-eprints,http://eprints.ecs.soton.ac.uk/,"1,000,000","computer-science
    ,deref-vocab
    ,electronics
    ,eprints
    ,format-bibo
    ,format-cc
    ,format-dc
    ,format-ecs
    ,format-event
    ,format-foaf
    ,format-geo
    ,format-owl
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,format-void
    ,format-xsd
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-vocab-mappings
    ,provenance-metadata
    ,publications
    ,published-by-producer
    ,southampton
    "
https://lod-cloud.net/dataset/telegraphis,http://telegraphis.net/data/,"15,257","ckanupload.esw.200910
    ,deref-vocab
    ,format-code
    ,format-geographis
    ,format-owl
    ,format-rdf
    ,geo
    ,geographic
    ,license-metadata
    ,license-nonefordb
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,provenance-metadata
    ,published-by-producer
    ,vocab-mappings
    ,void-sparql-endpoint
    ,wikipedia
    "
https://lod-cloud.net/dataset/linked-nuts,http://nuts.psi.enakting.org/,"40,000","deref-vocab
    ,eurostat
    ,format-rdf
    ,geography
    ,government
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.nolinks
    ,lodcloud.unconnected
    ,nuts
    ,opendatachallenge
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/nuts-geovocab,http://nuts.geovocab.org/,"300,000","deref-vocab
    ,eurostat
    ,geographic
    ,government
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,nuts
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/openmobilenetwork,http://www.openmobilenetwork.org,"19,048,586","base-station
    ,cell
    ,format-geo
    ,format-owl
    ,format-rdf
    ,geographic
    ,license-metadata
    ,lod
    ,mobile-network
    ,mobile-phone
    ,no-deref-vocab
    ,provenance-metadata
    ,published-by-producer
    ,sparql
    ,wireless-network
    "
https://lod-cloud.net/dataset/linkedcrowdsourceddata,NA,"17,043","cdc
    ,context data cloud
    ,cuisines
    ,dishes
    ,food
    ,food and beverages
    ,format-geo
    ,format-gr
    ,format-rdf
    ,format-rdfs
    ,geographic
    ,ingredients
    ,licence-metadata
    ,lod
    ,no-deref-vocab
    ,published-by-producer
    ,semantic services
    ,sparql
    "
https://lod-cloud.net/dataset/lobid-resources,http://lobid.org/resource,"702,686,189","bibliographic
    ,format-bibo
    ,format-dc
    ,format-foaf
    ,format-frbr
    ,format-geo
    ,format-owl
    ,format-skos-state
    ,germany
    ,library
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,no-vocab-mappings
    ,provenance-metadata
    ,publications
    ,published-by-producer
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/lobid-organisations,http://lobid.org/organisation,"776,735","addresses
    ,archive
    ,authorities
    ,authority
    ,format-foaf
    ,format-geo
    ,format-geonames
    ,format-hcard
    ,format-vcard
    ,format-xsd
    ,germany
    ,library
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.nolinks
    ,museum
    ,no-proprietary-vocab
    ,no-vocab-mappings
    ,organisations
    ,organizations
    ,provenance-metadata
    ,publications
    ,published-by-producer
    "
